MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,Fence,SaleType,SaleCondition,LivLotRatio,Spaciousness,Bldg_1Fam,Bldg_Duplex,Bldg_Twnhs,Bldg_TwnhsE,Bldg_None,PorchTypes,MedNhbdArea,Feature1,Feature2,MSSubClass_encoded,SalePrice
11,3,50.0,8012,1,2,1,3,3,4,20,2,4,2,7,6,1992,1992,1,1,9,7,2,0.0,4,3,2,4,3,1,6,430.0,1,1145.0,1575.0,1,4,2,5,1575,0,0,1575,1.0,0.0,2,0,2,1,4,5,8,0,0,1,1992.0,2,2.0,529.0,3,3,3,0,0,52,0,0,0,0,8,4,0.19658012980529208,315.0,0,0,0,1575,0,1,1575.0,3150.0,3137400.0,200903.4742109404,179200.0
13,1,35.0,4251,1,1,2,3,3,4,21,2,4,5,8,6,2006,2007,1,1,8,8,2,0.0,4,3,2,4,3,1,1,0.0,1,625.0,625.0,1,5,2,5,625,625,0,1250,0.0,0.0,2,1,2,1,4,5,8,0,0,5,2006.0,2,2.0,528.0,3,3,3,0,54,0,0,0,0,0,6,5,0.29404845918607386,250.0,0,0,0,1250,0,1,1555.0,1875.0,1254375.0,137826.04183219178,164700.0
4,3,77.0,9786,1,2,2,0,3,4,12,2,0,0,7,8,1962,1981,1,1,13,14,2,0.0,3,3,1,3,3,1,3,600.0,1,312.0,912.0,1,3,2,5,1085,649,0,1734,0.0,0.0,1,1,3,1,4,7,8,1,4,1,1962.0,2,2.0,440.0,3,3,3,0,0,0,0,128,0,4,8,4,0.1771919068056407,247.71428571428572,1734,0,0,0,0,1,1200.0,2646.0,1806672.0,142556.16601399644,159000.0
0,3,0.0,8125,1,2,2,3,3,0,12,2,0,2,5,5,1971,1971,1,1,6,6,2,0.0,3,3,1,3,3,1,4,614.0,1,244.0,858.0,1,3,2,5,858,0,0,858,0.0,0.0,1,0,3,1,3,5,8,0,0,6,1971.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,8,4,0.1056,171.6,858,0,0,0,0,0,1200.0,1716.0,1691118.0,185723.88327353122,88000.0
0,3,0.0,9819,1,2,2,3,3,4,19,2,0,2,6,6,1967,1967,1,1,8,8,1,31.0,3,4,1,3,3,1,4,450.0,1,432.0,882.0,1,3,2,5,900,0,0,900,0.0,0.0,1,0,3,1,3,5,8,0,0,5,1970.0,1,1.0,280.0,3,3,3,0,0,0,0,0,0,3,8,4,0.09165902841429881,180.0,900,0,0,0,0,0,1052.0,1782.0,1734894.0,185723.88327353122,122000.0
6,3,60.0,8730,1,2,1,3,3,4,3,6,0,5,7,8,1915,2003,1,1,13,14,2,0.0,3,3,0,3,3,1,1,0.0,1,698.0,698.0,1,5,2,4,698,698,0,1396,0.0,0.0,1,0,3,1,3,7,8,0,0,5,2003.0,1,1.0,384.0,3,3,3,0,0,0,0,259,0,0,8,4,0.15990836197021763,199.42857142857142,1396,0,0,0,0,1,1231.0,2094.0,1398094.0,166639.37908697338,153575.0
5,3,120.0,15611,1,2,1,3,3,4,5,2,0,5,9,6,2006,2006,1,1,12,13,2,0.0,4,3,2,4,3,3,1,0.0,1,1079.0,1079.0,1,5,2,5,1079,840,0,1919,0.0,0.0,2,1,3,1,4,8,8,1,4,1,2006.0,2,2.0,685.0,4,3,3,0,51,0,0,0,0,0,6,5,0.12292614182307347,239.875,1919,0,0,0,0,1,1504.0,2998.0,2164474.0,239516.44621503996,233230.0
15,3,55.0,5687,1,0,1,0,3,4,18,2,1,5,6,7,1912,2000,1,1,12,13,2,0.0,3,2,2,3,2,1,3,210.0,1,570.0,780.0,1,5,1,5,936,780,0,1716,1.0,0.0,2,0,6,1,2,9,8,0,0,6,1912.0,0,0.0,0.0,0,0,1,0,184,0,0,0,0,0,8,4,0.30174081237911027,190.66666666666666,0,0,0,0,0,1,1536.5,2496.0,1560000.0,134138.21215039954,135900.0
4,3,60.0,11409,1,2,1,3,3,4,7,2,0,0,6,5,1949,2008,1,1,13,14,2,0.0,3,3,1,3,3,1,2,292.0,1,476.0,768.0,1,4,2,5,1148,568,0,1716,0.0,0.0,1,1,3,1,3,8,6,1,4,1,1949.0,1,1.0,281.0,3,3,3,0,0,0,0,160,0,0,8,4,0.1504075729687089,214.5,1716,0,0,0,0,1,1195.5,2484.0,1542144.0,144902.68650745545,131000.0
5,3,0.0,16659,1,2,2,3,3,0,14,3,0,5,8,8,1977,1994,1,1,9,10,1,34.0,3,3,1,3,3,1,5,795.0,1,0.0,795.0,1,2,2,5,1468,795,0,2263,1.0,0.0,2,1,3,1,4,9,8,1,3,1,1977.0,3,2.0,539.0,3,3,3,0,250,0,0,0,0,0,8,4,0.13584248754427036,251.44444444444446,2263,0,0,0,0,1,1632.0,3058.0,1585230.0,239166.5956582308,235000.0
0,3,80.0,9600,1,2,1,3,3,4,12,2,0,2,7,6,1953,1953,3,1,6,6,3,238.0,3,3,1,3,3,1,6,1285.0,1,131.0,1416.0,1,3,2,5,1644,0,0,1644,1.0,0.0,1,0,3,1,3,7,8,2,4,1,1953.0,3,2.0,418.0,3,3,3,110,0,0,0,0,0,0,8,4,0.17125,234.85714285714286,1644,0,0,0,0,1,1200.0,3060.0,2765448.0,184014.04676214195,167000.0
8,3,37.0,7937,1,2,2,3,3,1,11,2,0,7,7,7,1984,1984,1,1,6,6,2,0.0,3,3,1,3,3,3,6,819.0,1,184.0,1003.0,1,3,2,5,1003,0,0,1003,1.0,0.0,1,0,3,1,3,6,8,0,0,5,1984.0,1,2.0,588.0,3,3,3,120,0,0,0,0,0,4,8,4,0.12637016504976692,167.16666666666666,1003,0,0,0,0,1,1282.0,2006.0,1989952.0,169183.56543281843,142500.0
4,4,75.0,13710,1,2,1,3,3,4,9,2,0,0,6,6,1950,1950,1,1,13,14,2,0.0,3,3,1,3,3,1,4,420.0,1,490.0,910.0,1,3,2,4,910,648,0,1558,0.0,0.0,1,1,4,1,3,6,8,0,0,1,1950.0,1,1.0,282.0,3,3,3,289,0,0,0,0,0,3,8,4,0.11363967906637491,259.6666666666667,1558,0,0,0,0,1,1128.0,2468.0,1774500.0,144902.68650745545,152000.0
5,1,66.0,7399,1,1,2,3,3,4,21,2,0,5,8,6,1997,1998,3,1,12,13,1,1600.0,4,3,2,4,3,1,4,649.0,1,326.0,975.0,1,5,2,5,975,975,0,1950,0.0,0.0,2,1,3,1,4,7,8,1,3,5,1997.0,2,2.0,576.0,3,3,3,0,10,0,0,198,0,0,8,4,0.26354912826057575,278.57142857142856,1950,0,0,0,0,2,1555.0,2925.0,1948050.0,239166.5956582308,239000.0
5,3,90.0,11700,1,2,1,3,3,4,14,2,0,5,7,7,1968,1968,4,1,6,1,1,365.0,4,3,1,3,3,1,5,384.0,3,143.0,702.0,1,4,2,5,1041,702,0,1743,0.0,1.0,1,2,3,1,3,7,8,1,4,1,1968.0,1,2.0,539.0,3,3,3,224,0,0,0,0,0,0,8,4,0.14897435897435898,249.0,1743,0,0,0,0,1,1632.0,2445.0,1381536.0,239166.5956582308,175000.0
0,3,80.0,14000,1,2,1,3,3,4,6,2,0,2,7,9,1950,2004,1,1,6,6,2,0.0,3,4,1,3,3,1,1,0.0,1,1092.0,1092.0,1,5,2,5,1152,0,0,1152,0.0,1.0,1,0,3,1,4,6,8,1,4,1,1950.0,1,1.0,300.0,3,3,3,0,36,0,0,0,0,4,8,3,0.08228571428571428,192.0,1152,0,0,0,0,1,1648.0,2244.0,2188368.0,184014.04676214195,158500.0
15,3,90.0,15750,1,2,1,3,3,0,6,2,1,2,6,6,1953,1953,3,1,8,8,1,56.0,3,3,1,3,3,2,4,841.0,1,324.0,1165.0,1,3,2,5,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,8,2,4,1,1953.0,1,1.0,375.0,3,3,3,0,0,0,0,0,0,0,8,4,0.08482539682539683,267.2,0,0,0,0,0,0,1648.0,2501.0,2275245.0,126841.98230593606,157000.0
5,3,66.0,16226,1,2,4,3,3,4,5,2,0,5,9,6,1998,1999,1,1,12,13,2,0.0,4,3,2,4,3,1,6,281.0,1,747.0,1028.0,1,5,2,5,1210,1242,0,2452,0.0,0.0,2,1,4,1,4,9,8,1,3,3,1998.0,3,2.0,683.0,3,3,3,208,50,0,0,0,0,0,8,4,0.1511154936521632,272.44444444444446,2452,0,0,0,0,2,1504.0,3480.0,2054972.0,239166.5956582308,267000.0
0,3,118.0,13704,1,2,2,3,3,0,5,2,0,2,8,6,2001,2002,1,1,12,13,1,150.0,4,3,2,4,3,1,1,0.0,1,1541.0,1541.0,1,5,2,5,1541,0,0,1541,0.0,0.0,2,0,3,1,4,6,8,1,3,1,2001.0,2,3.0,843.0,3,3,3,468,81,0,0,0,0,0,8,4,0.11244892002335084,256.8333333333333,1541,0,0,0,0,2,1504.0,3082.0,3085082.0,184014.04676214195,205000.0
0,3,70.0,9800,1,2,1,3,3,0,5,2,0,2,6,8,1972,1972,1,1,12,13,2,0.0,3,3,2,3,3,1,5,894.0,1,0.0,894.0,1,3,2,5,894,0,0,894,1.0,0.0,1,0,3,1,3,5,8,0,0,1,1975.0,1,2.0,552.0,3,3,3,256,0,0,0,0,0,2,8,0,0.09122448979591836,178.8,894,0,0,0,0,1,1504.0,1788.0,1762968.0,184014.04676214195,149900.0
7,4,87.0,18386,1,2,1,3,3,4,17,2,0,3,8,10,1880,2002,1,1,5,5,2,0.0,3,3,0,3,3,1,1,0.0,1,1470.0,1470.0,1,5,2,5,1675,1818,0,3493,0.0,0.0,3,0,3,1,4,10,8,1,5,1,2003.0,1,3.0,870.0,3,3,3,302,0,0,0,0,0,0,8,4,0.1899815076688785,349.3,3493,0,0,0,0,1,1374.0,4963.0,2942940.0,173207.68395303327,295000.0
0,3,80.0,10386,1,2,1,3,3,4,5,2,0,2,9,6,2004,2005,1,1,5,5,3,246.0,4,3,2,4,3,1,6,1464.0,1,536.0,2000.0,1,5,2,5,2000,0,0,2000,1.0,0.0,2,0,3,1,4,8,8,0,0,1,2004.0,3,3.0,888.0,3,3,3,168,0,0,0,0,0,0,8,4,0.19256691700365877,250.0,2000,0,0,0,0,1,1504.0,4000.0,4010000.0,184014.04676214195,305900.0
5,3,116.0,13474,1,2,1,3,3,4,20,1,0,5,8,6,1990,1991,1,1,6,10,1,246.0,4,3,1,4,3,1,5,700.0,1,0.0,700.0,1,4,2,5,1122,1121,0,2243,1.0,0.0,2,1,4,1,4,8,8,1,3,1,1990.0,2,3.0,746.0,3,3,3,127,44,224,0,0,0,0,8,4,0.16646875463856317,280.375,2243,0,0,0,0,3,1575.0,2943.0,1393700.0,239166.5956582308,225000.0
4,4,0.0,7920,1,0,2,3,3,4,9,0,0,0,7,8,1920,1950,1,1,8,8,2,0.0,3,2,1,3,3,1,1,0.0,1,319.0,319.0,1,3,2,4,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,8,0,0,6,1920.0,0,0.0,0.0,0,0,1,0,144,0,0,0,0,3,8,4,0.17752525252525253,234.33333333333334,1406,0,0,0,0,1,1128.0,1725.0,622050.0,144902.68650745545,89500.0
1,3,0.0,12342,1,2,2,3,3,4,7,2,0,2,5,6,1940,1950,1,1,12,13,2,0.0,3,3,1,3,3,1,4,262.0,1,599.0,861.0,1,5,2,5,861,0,0,861,0.0,0.0,1,0,1,1,3,4,8,0,0,5,1961.0,1,2.0,539.0,3,3,3,158,0,0,0,0,0,0,8,4,0.06976178901312591,215.25,861,0,0,0,0,1,1195.5,1722.0,1678950.0,98986.38527397261,82500.0
0,3,90.0,12378,1,2,2,3,3,4,16,2,0,2,10,6,2003,2004,1,1,12,13,2,0.0,4,3,2,5,3,4,6,1274.0,1,622.0,1896.0,1,5,2,5,1944,0,0,1944,1.0,0.0,2,0,3,1,5,8,8,3,5,1,2003.0,3,3.0,708.0,3,3,3,208,175,0,0,0,0,0,8,4,0.1570528356761997,243.0,1944,0,0,0,0,2,1832.0,3840.0,3799584.0,184014.04676214195,360000.0
5,3,0.0,7685,1,2,2,3,3,4,8,2,0,5,7,6,1993,1994,1,1,6,6,1,112.0,3,3,2,4,3,1,5,518.0,1,179.0,697.0,1,4,2,5,697,804,0,1501,0.0,0.0,2,1,3,1,4,6,8,1,3,1,1993.0,3,2.0,420.0,3,3,3,190,63,0,0,0,0,0,8,4,0.19531554977228366,250.16666666666666,1501,0,0,0,0,2,1560.0,2198.0,1389818.0,239166.5956582308,165600.0
0,3,50.0,8000,1,2,1,3,3,4,12,2,0,2,7,7,1948,2002,1,1,12,13,2,0.0,3,4,1,3,3,1,5,680.0,1,292.0,972.0,1,5,2,5,972,0,0,972,1.0,0.0,1,0,2,1,3,5,8,1,4,5,1948.0,1,1.0,240.0,3,3,3,0,0,0,0,0,0,0,8,4,0.1215,194.4,972,0,0,0,0,0,1200.0,1944.0,1945944.0,184014.04676214195,132000.0
15,4,65.0,7800,1,2,1,3,3,4,17,0,1,0,6,8,1939,1950,1,1,8,8,2,0.0,3,3,1,4,3,2,3,507.0,1,286.0,793.0,1,3,2,5,793,325,0,1118,1.0,0.0,1,0,3,1,3,5,8,1,4,5,1939.0,1,2.0,410.0,3,3,3,0,0,0,0,271,0,3,8,4,0.14333333333333334,223.6,0,0,0,0,0,1,1374.0,1911.0,1546350.0,126841.98230593606,119900.0
0,3,150.0,215245,1,2,4,2,3,4,23,2,0,2,8,6,1965,1965,3,1,3,3,2,0.0,3,3,1,4,3,4,5,1236.0,3,80.0,2136.0,2,3,2,5,2036,0,0,2036,2.0,0.0,2,0,3,1,3,8,8,2,4,1,1965.0,2,2.0,513.0,3,3,3,0,0,0,0,0,0,0,8,4,0.009458988594392436,254.5,2036,0,0,0,0,0,1650.5,4172.0,4197240.0,184014.04676214195,375000.0
6,4,60.0,9600,1,0,1,3,3,4,17,2,0,5,8,8,1925,1990,1,1,13,14,2,0.0,3,3,0,3,4,1,2,16.0,1,712.0,728.0,1,5,2,5,832,809,0,1641,0.0,1.0,1,1,3,1,5,6,8,1,4,5,1925.0,1,2.0,546.0,2,3,3,0,0,234,0,0,0,0,8,4,0.1709375,273.5,1641,0,0,0,0,1,1374.0,2369.0,1448720.0,169838.09946396665,178000.0
5,3,71.0,7795,1,2,2,3,3,4,8,2,0,5,8,6,2004,2005,1,1,12,13,2,0.0,4,3,2,4,3,1,6,425.0,1,291.0,716.0,1,5,2,5,716,716,0,1432,1.0,0.0,2,1,3,1,4,6,8,1,4,1,2004.0,3,2.0,432.0,3,3,3,100,51,0,0,0,0,0,8,4,0.18370750481077613,238.66666666666666,1432,0,0,0,0,2,1560.0,2148.0,1435580.0,239166.5956582308,188500.0
5,3,94.0,13005,1,2,2,3,3,0,14,2,0,5,8,8,1980,1980,1,1,5,5,1,278.0,4,3,1,4,3,1,6,692.0,1,153.0,845.0,1,3,2,5,1153,1200,0,2353,1.0,0.0,2,1,4,1,5,10,8,1,3,1,1983.0,2,2.0,484.0,3,3,3,288,195,0,0,0,0,4,8,4,0.18093041138023838,235.3,2353,0,0,0,0,2,1632.0,3198.0,1673100.0,239166.5956582308,260000.0
5,1,75.0,9000,1,2,1,3,3,4,21,2,0,5,9,6,2006,2006,1,1,12,13,2,0.0,4,3,2,4,3,3,1,0.0,1,1088.0,1088.0,1,5,2,5,1088,871,0,1959,0.0,0.0,2,1,3,1,4,8,8,1,4,1,2006.0,2,3.0,1025.0,3,3,3,208,46,0,0,0,0,0,8,4,0.21766666666666667,244.875,1959,0,0,0,0,2,1555.0,3047.0,2182528.0,239166.5956582308,270000.0
5,3,90.0,9900,1,2,1,2,3,4,15,2,0,5,8,6,1993,1993,1,1,6,6,1,256.0,4,3,2,4,3,4,6,987.0,1,360.0,1347.0,1,5,2,5,1372,1274,0,2646,1.0,0.0,2,1,4,1,4,9,8,1,3,1,1993.0,2,3.0,656.0,3,3,3,340,60,144,0,0,0,0,8,4,0.2672727272727273,294.0,2646,0,0,0,0,3,2418.0,3993.0,2684571.0,239166.5956582308,260000.0
8,3,0.0,14115,1,2,1,3,3,4,14,2,0,7,8,6,1980,1980,1,1,9,10,1,225.0,3,3,1,4,3,3,6,1036.0,1,336.0,1372.0,1,3,2,5,1472,0,0,1472,1.0,0.0,2,0,3,1,3,6,8,2,3,1,1980.0,1,2.0,588.0,3,3,3,233,48,0,0,0,0,0,8,4,0.1042862203329791,245.33333333333334,1472,0,0,0,0,2,1632.0,2844.0,2716560.0,169183.56543281843,187500.0
5,3,111.0,16259,1,2,1,3,3,0,16,2,0,5,10,6,2006,2006,1,1,12,13,3,370.0,3,3,2,5,4,3,1,0.0,1,1249.0,1249.0,1,5,2,5,1249,1347,0,2596,0.0,0.0,3,1,4,1,4,9,8,0,0,1,2006.0,2,3.0,840.0,3,3,3,240,154,0,0,0,0,0,6,5,0.15966541607724952,288.44444444444446,2596,0,0,0,0,2,1832.0,3845.0,2505494.0,239166.5956582308,342643.0
5,3,99.0,12099,1,2,2,3,3,4,16,2,0,5,9,6,2004,2004,1,1,12,13,1,388.0,4,3,2,5,3,3,6,970.0,1,166.0,1136.0,1,5,2,5,1136,1332,0,2468,1.0,0.0,2,1,4,1,4,10,8,1,4,3,2004.0,3,3.0,872.0,3,3,3,184,154,0,0,0,0,0,8,4,0.20398380031407554,246.8,2468,0,0,0,0,2,1832.0,3604.0,2276544.0,239166.5956582308,354000.0
5,3,86.0,10380,1,2,2,3,3,4,20,2,0,5,8,6,1986,1987,1,1,9,10,1,172.0,4,3,1,3,3,4,2,28.0,5,0.0,1502.0,1,5,2,5,1553,1177,0,2730,1.0,0.0,2,1,4,1,4,8,8,1,3,1,1987.0,3,2.0,576.0,3,3,3,201,96,0,0,0,0,3,8,4,0.2630057803468208,341.25,2730,0,0,0,0,2,1575.0,4232.0,2984474.0,239166.5956582308,301000.0
0,4,49.0,5820,1,2,1,3,3,4,17,2,0,2,4,9,1955,2005,1,1,12,13,2,0.0,3,4,1,3,3,1,5,256.0,1,906.0,1162.0,1,5,2,5,1163,0,0,1163,1.0,0.0,1,0,3,1,3,6,8,0,0,1,1955.0,1,1.0,220.0,2,3,3,142,98,0,0,0,0,0,8,4,0.1998281786941581,193.83333333333334,1163,0,0,0,0,2,1374.0,2325.0,2329810.0,184014.04676214195,126175.0
8,3,96.0,11275,1,2,1,3,3,0,12,4,0,7,8,8,1967,2007,4,6,13,14,1,300.0,4,4,1,4,3,1,1,0.0,1,710.0,710.0,1,5,2,5,1898,1080,0,2978,0.0,0.0,2,1,5,1,4,11,8,1,4,3,1961.0,3,2.0,564.0,3,3,3,240,0,0,0,0,0,0,8,4,0.2641241685144124,270.72727272727275,2978,0,0,0,0,1,1200.0,3688.0,1424970.0,169183.56543281843,242000.0
3,4,50.0,5000,1,2,1,3,3,4,9,5,0,1,6,7,1941,1950,1,1,8,8,2,0.0,3,3,1,3,3,3,4,116.0,1,604.0,720.0,1,1,1,3,803,0,0,803,0.0,0.0,1,0,2,1,3,5,8,0,0,5,1941.0,1,2.0,360.0,3,3,3,0,0,244,0,0,0,0,8,4,0.1606,160.6,803,0,0,0,0,1,1128.0,1523.0,1404000.0,124000.94691780822,87000.0
11,3,32.0,10846,1,2,2,3,3,1,24,2,4,2,9,6,1993,1993,1,1,3,3,2,0.0,4,3,2,4,3,4,6,1619.0,1,100.0,1719.0,1,5,2,5,1719,0,0,1719,2.0,0.0,1,1,1,1,4,6,8,2,4,1,1993.0,3,2.0,473.0,3,3,3,122,30,0,0,0,0,0,2,4,0.15849160981006824,286.5,0,0,0,1719,0,2,1706.5,3438.0,3425967.0,199410.30821917808,324000.0
0,3,80.0,11600,1,2,1,3,3,4,12,2,0,2,7,6,1960,1960,3,1,13,14,1,175.0,3,3,1,3,3,1,3,565.0,1,818.0,1383.0,1,3,2,5,1383,0,0,1383,0.0,0.0,1,1,3,1,3,7,8,0,0,1,1960.0,2,1.0,292.0,3,3,3,0,45,0,0,0,0,0,8,4,0.11922413793103448,197.57142857142858,1383,0,0,0,0,1,1200.0,2766.0,2710680.0,184014.04676214195,145250.0
7,3,0.0,11888,1,1,2,0,3,4,3,4,0,4,7,7,1916,1994,1,1,13,15,2,0.0,3,3,0,3,3,1,1,0.0,1,844.0,844.0,1,4,1,4,1445,689,0,2134,0.0,0.0,2,0,5,1,4,10,8,0,0,5,1930.0,1,2.0,441.0,3,3,3,0,60,268,0,0,0,0,8,4,0.17950874831763122,213.4,2134,0,0,0,0,2,1231.0,2978.0,1682936.0,173207.68395303327,214500.0
6,4,60.0,6402,1,2,1,3,3,0,9,2,0,5,6,6,1920,1950,1,1,13,15,2,0.0,3,3,2,3,3,2,1,0.0,1,596.0,596.0,1,3,1,5,596,596,0,1192,0.0,0.0,1,0,3,1,3,6,8,0,0,5,1920.0,1,1.0,189.0,2,2,1,0,0,137,0,0,0,2,8,4,0.18619181505779445,198.66666666666666,1192,0,0,0,0,1,1128.0,1788.0,1162200.0,169838.09946396665,78000.0
10,3,0.0,10624,1,2,2,3,3,4,12,2,2,2,6,5,1964,1964,1,1,6,6,1,84.0,3,3,1,3,3,1,6,40.0,3,1424.0,1728.0,1,3,2,5,1728,0,0,1728,0.0,1.0,2,0,6,2,3,10,8,0,0,5,2002.0,1,1.0,352.0,3,3,3,155,0,0,0,0,0,0,8,4,0.16265060240963855,172.8,0,1728,0,0,0,1,1200.0,3456.0,3393792.0,133731.44489414696,119000.0
0,3,70.0,8176,1,2,1,3,3,4,12,2,0,2,6,7,1958,1992,1,1,13,14,2,0.0,3,3,1,3,3,1,3,846.0,1,210.0,1056.0,1,2,2,5,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,8,0,0,1,1958.0,2,1.0,308.0,3,3,3,0,0,0,0,0,0,0,8,4,0.12915851272015655,176.0,1056,0,0,0,0,0,1200.0,2112.0,2103552.0,184014.04676214195,139000.0
0,3,85.0,10655,1,2,2,3,3,4,16,2,0,2,9,6,2003,2004,1,1,12,13,1,296.0,4,3,2,4,3,1,6,1124.0,0,1603.0,3206.0,1,5,2,5,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,8,1,4,1,2003.0,2,3.0,880.0,3,3,3,0,0,0,0,0,0,0,8,4,0.15288596902862506,232.71428571428572,1629,0,0,0,0,0,1832.0,4835.0,6424824.0,184014.04676214195,284000.0
11,4,59.0,8198,1,2,1,3,3,3,16,2,4,2,8,6,2004,2004,1,1,12,13,3,146.0,4,3,2,4,3,3,6,720.0,1,638.0,1358.0,1,5,2,5,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,8,1,4,1,2004.0,2,2.0,484.0,3,3,3,192,30,0,0,0,0,0,8,4,0.16565015857526225,226.33333333333334,0,0,0,1358,0,2,1832.0,2716.0,2721432.0,199410.30821917808,207000.0
5,3,59.0,9042,1,2,2,3,3,4,8,2,0,5,7,6,1998,1998,1,1,12,13,2,0.0,3,3,2,4,3,4,6,828.0,1,115.0,943.0,1,4,2,5,943,695,0,1638,1.0,0.0,2,1,3,1,3,7,8,2,3,1,1998.0,3,2.0,472.0,3,3,3,100,38,0,0,0,0,0,8,4,0.18115461181154613,234.0,1638,0,0,0,0,2,1560.0,2581.0,1884114.0,239166.5956582308,192000.0
15,3,0.0,164660,0,2,2,1,3,0,23,2,1,0,6,7,1965,1965,1,1,9,10,2,0.0,3,3,1,3,3,4,5,1249.0,4,103.0,1499.0,1,5,2,5,1619,167,0,1786,2.0,0.0,2,0,3,1,3,7,8,2,4,1,1965.0,3,2.0,529.0,3,3,3,670,0,0,0,0,0,0,8,4,0.010846592979472854,255.14285714285714,0,0,0,0,0,1,1650.5,3285.0,2945535.0,126841.98230593606,228950.0
0,3,86.0,14157,1,2,2,1,3,0,22,2,0,2,10,6,2005,2006,3,1,12,13,3,200.0,4,3,2,5,3,4,6,1249.0,1,673.0,1922.0,1,5,2,5,1922,0,0,1922,1.0,0.0,2,0,3,1,4,8,8,1,4,1,2005.0,3,3.0,676.0,3,3,3,178,51,0,0,0,0,0,8,4,0.13576322667231758,240.25,1922,0,0,0,0,2,1767.0,3844.0,3855532.0,184014.04676214195,377426.0
0,3,70.0,9135,1,2,1,3,3,4,5,2,0,2,8,6,2002,2003,1,1,12,13,1,113.0,4,3,2,4,3,3,6,810.0,1,726.0,1536.0,1,5,2,5,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,8,0,0,1,2002.0,2,2.0,532.0,3,3,3,192,74,0,0,0,0,0,8,4,0.16814449917898194,219.42857142857142,1536,0,0,0,0,2,1504.0,3072.0,3076608.0,184014.04676214195,214000.0
0,3,91.0,14145,1,2,1,3,3,0,14,2,0,2,8,8,1984,1998,1,1,13,14,2,0.0,4,3,1,4,3,2,5,213.0,1,995.0,1208.0,1,5,2,5,1621,0,0,1621,1.0,0.0,2,0,3,1,4,8,8,0,0,1,1984.0,2,2.0,440.0,3,3,3,108,45,0,0,0,0,0,8,4,0.11459879816189467,202.625,1621,0,0,0,0,2,1632.0,2829.0,2413584.0,184014.04676214195,202500.0
0,3,66.0,12400,1,2,2,3,3,4,12,1,0,2,7,8,1958,1998,3,1,13,14,1,176.0,3,3,1,3,2,1,3,585.0,1,630.0,1215.0,1,3,2,4,1215,0,0,1215,0.0,0.0,1,0,3,1,3,6,8,0,0,1,1958.0,1,1.0,297.0,3,3,3,0,0,0,0,234,0,0,8,4,0.09798387096774193,202.5,1215,0,0,0,0,1,1200.0,2430.0,2427570.0,184014.04676214195,155000.0
5,3,85.0,14191,1,2,1,3,3,4,23,2,0,5,9,6,2002,2002,1,1,12,13,2,0.0,4,3,2,4,3,1,1,0.0,1,967.0,967.0,1,5,2,5,993,915,0,1908,0.0,0.0,2,1,4,1,4,9,8,0,0,1,2002.0,3,2.0,431.0,3,3,3,135,0,0,0,0,0,0,8,4,0.13445141286731027,212.0,1908,0,0,0,0,1,1650.5,2875.0,1935934.0,239166.5956582308,202900.0
0,2,60.0,8400,1,2,1,3,3,4,20,1,0,2,5,5,1950,1950,1,1,13,0,2,0.0,2,2,1,3,2,1,1,0.0,1,721.0,721.0,1,4,2,5,841,0,0,841,0.0,0.0,1,0,2,1,3,4,8,0,0,4,1950.0,1,1.0,294.0,3,3,1,250,0,24,0,0,0,0,8,4,0.10011904761904762,210.25,841,0,0,0,0,2,1575.0,1562.0,1405950.0,184014.04676214195,82000.0
10,3,0.0,8544,1,2,1,3,3,4,12,2,2,2,4,5,1949,1950,1,1,11,12,1,340.0,3,3,3,0,0,0,0,0.0,0,0.0,0.0,5,2,1,4,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,8,0,0,5,1949.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,8,4,0.12172284644194757,173.33333333333334,0,1040,0,0,0,0,1200.0,1040.0,0.0,133731.44489414696,87500.0
